Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
158,Guthrie Cortland Medical Center,HOSP,Hospital,01/01/1901,134 Homer Avenue,,Cortland,New York,13045,6077567525,,,11,Cortland,3,Central New York Regional Office,,,1101000H,Guthrie Cortland Medical Center,134 Homer Avenue,,Cortland,New York,13045,The Guthrie Clinic,1 Guthrie Square,,Sayre,New York,18840,Not for Profit Corporation,42.609051,-76.186195,"(42.609051, -76.186195)"
266,"Safire Rehabilitation of Northtowns, LLC",NH,Residential Health Care Facility - SNF,02/01/1980,2799 Sheridan Drive,,Tonawanda,New York,14150,7168374466,7163323520,,14,Erie,1,Western Regional Office - Buffalo,,,1403304N,"Safire Rehabilitation of Northtowns, LLC",2799 Sheridan Drive,,Tonawanda,New York,14150,,,,,New York,,LLC,42.980705,-78.829781,"(42.980705, -78.829781)"
1234,The Citadel Rehab and Nursing Center at Kingsbridge,NH,Residential Health Care Facility - SNF,02/01/1989,3400 Cannon Place,,Bronx,New York,10463,7187968100,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000393N,Highland View Care Center Operating Co. LLC,3400 Cannon Place,,Bronx,New York,10463,,,,,New York,,LLC,40.880001,-73.897919,"(40.880001, -73.897919)"
9733,Cortland Surgical Center,DTC,Diagnostic and Treatment Center,10/06/2014,"64 Pomeroy Street, Suite B",,Cortland,New York,13045,6076624521,6077536566,,11,Cortland,3,Central New York Regional Office,,,1101202R,"Cortland ASC, LLC",64 Pomeroy Street Suite B,,Cortland,New York,13045,,,,,New York,,LLC,42.600962,-76.167122,"(42.600962, -76.167122)"
10355,David H. Koch Center For Cancer Care,HOSP,Hospital,12/01/2019,530 East 74th Street,,New York,New York,10021,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Memorial Hospital for Cancer and Allied Diseases,1453,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,,,
6654,Grand Concourse Dialysis Facility,DTC,Diagnostic and Treatment Center,08/16/2007,1780 Grand Concourse,,Bronx,New York,10457,7185831800,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7004211R,Concourse Replacement LLC,1780 Grand Concourse,,Bronx,New York,10457,,,,,New York,,LLC,40.846325,-73.909164,"(40.846325, -73.909164)"
477,St Anns Community,NH,Residential Health Care Facility - SNF,01/01/1991,920 Cherry Ridge Boulevard,,Webster,New York,14580,5856976999,5853471122,,27,Monroe,2,Western Regional Office - Rochester,,,2757301N,"St Anns Nursing Home Company Inc, (The Heritage)",1450 Portland Avenue,,Rochester,New York,14621,,,,,New York,,Not for Profit Corporation,43.209,-77.469734,"(43.209, -77.469734)"
800,St Josephs Home,NH,Residential Health Care Facility - SNF,01/01/1901,950 Linden Street,,Ogdensburg,New York,13669,3153933780,,,44,Saint Lawrence,3,Central New York Regional Office,,,4401300N,St Josephs Home,420 Lafayette Street,,Ogdensburg,New York,13669,,,,,New York,,Not for Profit Corporation,44.700283,-75.466553,"(44.700283, -75.466553)"
3882,Brooklyn Eye Surgery Center,DTC,Diagnostic and Treatment Center,12/26/1995,1301 Avenue J,,Brooklyn,New York,11230,7186450600,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001272R,Brooklyn Eye Surgery Center LLC,1301 Avenue J,,Brooklyn,New York,11230,,,,,New York,,LLC,40.625046,-73.963158,"(40.625046, -73.963158)"
2,Albany Medical Center - South Clinical Campus,HOSP,Hospital,02/01/1980,25 Hackett Boulevard,,Albany,New York,12208,5182621200,,,1,Albany,4,Capital District Regional Office,Albany Medical Center Hospital,1,0101000H,Albany Medical Center Hospital,New Scotland Avenue,,Albany,New York,12208,Albany Medical Center,New Scotland Avenue,,Albany,New York,12208,Not for Profit Corporation,42.645485,-73.77829,"(42.645485, -73.77829)"
510,Heritage Health Care,DTC,Diagnostic and Treatment Center,05/08/1980,1727 Amsterdam Ave,,New York,New York,10031,2128620054,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002113R,Heritage Health and Housing Inc,1727 Amsterdam Avenue,,New York,New York,10031,,,,,New York,,Not for Profit Corporation,40.825588,-73.947258,"(40.825588, -73.947258)"
9945,Palm Gardens Dialysis Center LLC,DTC,Diagnostic and Treatment Center,07/21/2016,615 Avenue C,,Brooklyn,New York,11218,,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001146R,Palm Gardens Dialysis Center LLC,"32 East 57th Street, 10th floor",,New York,New York,10022,,,,,New York,,LLC,40.641071,-73.972849,"(40.641071, -73.972849)"
1707,"Lawrence Nursing Care Center, Inc",NH,Residential Health Care Facility - SNF,02/01/1980,350 Beach 54th Street,,Arverne,New York,11692,7189450400,7189455954,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003385N,"Lawrence Nursing Care Center, Inc",350 Beach 54 Street,,Arverne,New York,11692,,,,,New York,,Business Corporation,40.59404,-73.78437,"(40.59404, -73.78437)"
4826,Seton Health at Schuyler Ridge Residential Healthcare,NH,Residential Health Care Facility - SNF,02/11/1994,1 Abele Boulevard,,Clifton Park,New York,12065,5183711400,,,45,Saratoga,4,Capital District Regional Office,,,4552300N,Seton Health at Schuyler Ridge Residential Healthcare,74 New Turnpike Road,,Troy,New York,12182,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.868931,-73.781731,"(42.868931, -73.781731)"
943,St Catherine of Siena Hospital,HOSP,Hospital,07/12/1977,50 Route 25A,,Smithtown,New York,11787,6318623107,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5157003H,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,St Catherine Siena Med Ctr,1 Huntington Quadrangle,,Melville,New York,11747,Not for Profit Corporation,40.867531,-73.220222,"(40.867531, -73.220222)"
980,Tompkins Co Health Dept Clinics,DTC,Diagnostic and Treatment Center,09/27/1979,55 Brown Road,,Ithaca,New York,14850,6072725891,6072720188,,54,Tompkins,3,Central New York Regional Office,,,5401201R,Tompkins County Health Department,125 East Court Street,,Ithaca,New York,14850,,,,,New York,,County,42.487392,-76.463226,"(42.487392, -76.463226)"
582,Degraff Memorial Hospital-Skilled Nursing Facility,NH,Residential Health Care Facility - SNF,08/01/1979,445 Tremont Street,,North Tonawanda,New York,14120,7166944500,,,31,Niagara,1,Western Regional Office - Buffalo,,,3103000N,Kaleida Health,100 High Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,43.026154,-78.862457,"(43.026154, -78.862457)"
131,Valley View Manor Nursing Home,NH,Residential Health Care Facility - SNF,02/01/1980,40 Park Street,,Norwich,New York,13815,6073349931,,,8,Chenango,3,Central New York Regional Office,,,0824303N,"Valley View Manor,LLC",40 Park Street,,Norwich,New York,13815,,,,,New York,,LLC,42.534866,-75.512817,"(42.534866, -75.512817)"
9783,"Avicenna ASC, Inc.",DTC,Diagnostic and Treatment Center,03/18/2015,2522 Hughes Avenue,,Bronx,New York,10458,,,,7094,Bronx,3,Central New York Regional Office,,,7000282R,"Avicenna ASC, Inc.",2522 Hughes Avenue,,Bronx,New York,10458,,,,,New York,,Business Corporation,40.858544,-73.884028,"(40.858544, -73.884028)"
9531,URMC Strong West,HOSP,Hospital,07/15/2013,156 West Avenue,,Brockport,New York,14420,5857851000,5853956036,,27,Monroe,2,Western Regional Office - Rochester,Strong Memorial Hospital,413,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.220116,-77.944695,"(43.220116, -77.944695)"
414,Monroe Community Hospital,HOSP,Hospital,01/01/1901,435 East Henrietta Road,,Rochester,New York,14620,5857606500,,,27,Monroe,2,Western Regional Office - Rochester,,,2701006H,County of Monroe,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.112251,-77.616165,"(43.112251, -77.616165)"
4754,SurgiCare of Brooklyn,DTC,Diagnostic and Treatment Center,12/31/1993,313 43rd Street,,Brooklyn,New York,11232,3475992100,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001801R,SCOB.LLC,313 43rd Street,,Brooklyn,New York,11232,,,,,New York,,LLC,40.651363,-74.009987,"(40.651363, -74.009987)"
10296,University Hospital Screening Van,,Mobile Hospital Extension Clinic,05/28/2019,4900 Broad Road,,Syracuse,New York,13215,,,,33,Onondaga,3,Central New York Regional Office,University Hospital SUNY Health Science Center,635,3301007H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,,,
9221,"Ridge Health Services, Inc.",DTC,Diagnostic and Treatment Center,04/04/2011,214 State Street,,Schenectady,New York,12305,5183721160,,,46,Schenectady,4,Capital District Regional Office,,,4601210R,"Ridge Health Services, Inc.",214 State Street,,Schenectady,New York,12305,,,,,New York,,Not for Profit Corporation,42.814838,-73.945724,"(42.814838, -73.945724)"
6500,"North Country Orthopaedic Ambulatory Surgery Center, LLC",DTC,Diagnostic and Treatment Center,02/24/2003,1571 Washington Street,,Watertown,New York,13601,3158362200,,,22,Jefferson,3,Central New York Regional Office,,,2201205R,"North Country Orthopaedic Ambulatory Surgery Ctr, LLC",622 Washington Street,,Watertown,New York,13601,,,,,New York,,LLC,43.950886,-75.914726,"(43.950886, -75.914726)"
550,Syosset Hospital,HOSP,Hospital,11/18/1984,221 Jericho Turnpike,,Syosset,New York,11791,5164966400,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.810238,-73.508614,"(40.810238, -73.508614)"
3902,Elderwood at Hornell,NH,Residential Health Care Facility - SNF,01/25/1988,One Bethesda Drive,,N Hornell,New York,14843,6073246900,6073246994,,50,Steuben,2,Western Regional Office - Rochester,,,5034300N,"1 Bethesda Drive Operating Company, LLC",1 Bethesda Drive,,Hornell,New York,14843,,,,,New York,,LLC,42.346268,-77.660423,"(42.346268, -77.660423)"
466,Woodside Manor Nursing Home Inc,NH,Residential Health Care Facility - SNF,01/01/1901,2425 Clinton Avenue South,,Rochester,New York,14618,5854610370,,,27,Monroe,2,Western Regional Office - Rochester,,,2750303N,Woodside Manor Nursing Home Inc,2425 Clinton Avenue South,,Rochester,New York,14618,,,,,New York,,Business Corporation,43.110882,-77.597885,"(43.110882, -77.597885)"
843,"Baptist Health Nursing and Rehabilitation Center, Inc",NH,Residential Health Care Facility - SNF,01/01/1901,297 N Ballston Ave,,Scotia,New York,12302,5183704700,,,46,Schenectady,4,Capital District Regional Office,,,4620300N,"Baptist Health Nursing and Rehabilitation Center, Inc",297 North Ballston Avenue,,Scotia,New York,12302,,,,,New York,,Not for Profit Corporation,42.836292,-73.954361,"(42.836292, -73.954361)"
8,Albany County Health Dept,DTC,Diagnostic and Treatment Center,09/27/1979,175 Green Street,,Albany,New York,12201,5184474580,,,1,Albany,4,Capital District Regional Office,,,0101202R,County of Albany,112 State Street,,Albany,New York,12207,,,,,New York,,County,42.641979,-73.75441,"(42.641979, -73.75441)"
483,Wilkinson Residential Health Care Facility,NH,Residential Health Care Facility - SNF,01/01/1901,4988 Sthwy 30,,Amsterdam,New York,12010,5188423100,,,28,Montgomery,4,Capital District Regional Office,,,2801001N,St. Mary's Healthcare,427 Guy Park Ave,,Amsterdam,New York,12010,,,,,New York,,Not for Profit Corporation,42.961201,-74.186272,"(42.961201, -74.186272)"
110,Chautauqua County Health Dept,DTC,Diagnostic and Treatment Center,09/27/1979,Hall R Clothier Memorial Bldg,,Mayville,New York,14757,7167534314,,,6,Chautauqua,1,Western Regional Office - Buffalo,,,0622200R,Chautauqua County Health Department,County Office Building,,Mayville,New York,14757,,,,,New York,,County,42.254534,-79.50544,"(42.254534, -79.50544)"
718,Medina Memorial Hospital,,Primary Care Hospital - Critical Access Hospital,01/01/1901,200 Ohio Street,,Medina,New York,14103,5857982000,5857988444,,36,Orleans,1,Western Regional Office - Buffalo,,,3622700C,Orleans Community Health,500 Ohio Street,,Medina,New York,14103,,,,,New York,,Not for Profit Corporation,43.223637,-78.397141,"(43.223637, -78.397141)"
9825,East Neck Dialysis Center,DTC,Diagnostic and Treatment Center,08/06/2015,134 Great East Neck Road,,West Babylon,New York,11704,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5150210R,"Mills Pond Dialysis Center, LLC",134 Great East Neck Road,,West Babylon,New York,11704,,,,,New York,,LLC,40.691008,-73.346764,"(40.691008, -73.346764)"
822,Wesley Health Care Center Inc,NH,Residential Health Care Facility - SNF,01/01/1901,131 Lawrence Street,,Saratoga Springs,New York,12866,5185873600,,,45,Saratoga,4,Capital District Regional Office,,,4501301N,Wesley Health Care Center Inc,131 Lawrence Street,,Saratoga Springs,New York,12866,,,,,New York,,Not for Profit Corporation,43.08839,-73.789253,"(43.08839, -73.789253)"
1253,"Concourse Rehabilitation and Nursing Center, Inc",NH,Residential Health Care Facility - SNF,08/01/1980,1072 Grand Concourse,,Bronx,New York,10456,7186814000,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000375N,"Concourse Rehabilitation and Nursing Center, Inc",1072 Grand Concourse,,Bronx,New York,10456,,,,,New York,,Business Corporation,40.83147,-73.919853,"(40.83147, -73.919853)"
517,"Rockville Skilled Nursing & Rehabilitation Center, LLC",NH,Residential Health Care Facility - SNF,01/04/1999,50 Maine Avenue,,Rockville Centre,New York,11570,5165368000,5165367765,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2909304N,"Rockville Skilled Nursing & Rehabilitation Center, LLC",50 Maine Avenue,,Rockville Centre,New York,11570,,,,,New York,,LLC,40.663876,-73.650276,"(40.663876, -73.650276)"
982,Oak Hill Rehabilitation and Nursing Care Center,NH,Residential Health Care Facility - SNF,02/01/1980,602 Hudson St,,Ithaca,New York,14850,6072728282,,,54,Tompkins,3,Central New York Regional Office,,,5401313N,Oak Hill Operating Co. LLC,602 Hudson,,Ithaca,New York,14850,,,,,New York,,LLC,42.432209,-76.491943,"(42.432209, -76.491943)"
5904,Queens Boulevard Extended Care Facility,NH,Residential Health Care Facility - SNF,12/18/1995,61-11 Queens Boulevard,,Woodside,New York,11377,7182050287,7188030694,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003410N,Queens Boulevard Extended Care Facility Management LLC,61-11 Queens Boulevard,,Woodside,New York,11377,,,,,New York,,LLC,40.741615,-73.903488,"(40.741615, -73.903488)"
1235,Morris Park Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,01/01/1901,1235 Pelham Parkway North,,Bronx,New York,10469,7182314300,7188813534,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000802N,"Morris Park Nursing and Rehab Center, LLC",1235 Pelham Parkway North,,Bronx,New York,10469,,,,,New York,,LLC,40.858589,-73.851822,"(40.858589, -73.851822)"
1010,The Pines at Glens Falls Center for Nursing & Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1989,170 Warren Street,,Glens Falls,New York,12801,5187935163,,,56,Warren,4,Capital District Regional Office,,,5601307N,"Glens Falls Crossings, LLC",170 Warren Street,,Glens Falls,New York,12801,,,,,New York,,LLC,43.310757,-73.633919,"(43.310757, -73.633919)"
1600,Coler Rehabilitation and Nursing Care Center,NH,Residential Health Care Facility - SNF,08/01/1980,900 Main Street,,Roosevelt Island,New York,10044,2128486300,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Henry J. Carter Skilled Nursing Facility,1601,7002337N,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.768784,-73.942253,"(40.768784, -73.942253)"
2570,Greene County Public Health Department,DTC,Diagnostic and Treatment Center,08/01/1990,411 Main Street,,Catskill,New York,12414,5187193600,,,19,Greene,4,Capital District Regional Office,,,1952200R,Greene County Legislature,County Office Building,,Catskill,New York,12414,,,,,New York,,County,42.220104,-73.865952,"(42.220104, -73.865952)"
150,FASNY Firemen's Home,NH,Residential Health Care Facility - SNF,01/01/1901,125 Harry-Howard Avenue,,Hudson,New York,12534,5188287695,,,10,Columbia,4,Capital District Regional Office,,,1001303N,Firemans Association of the State of New York,Harry-Howard Avenue,,Hudson,New York,12534,,,,,New York,,Not for Profit Corporation,42.255623,-73.77739,"(42.255623, -73.77739)"
403,The Grand Rehabilitation and Nursing at Chittenango,NH,Residential Health Care Facility - SNF,02/01/1989,331 Russell Street,,Chittenango,New York,13037,3156879169,3156879720,,26,Madison,3,Central New York Regional Office,,,2629303N,"Chittenango Center, LLC",331 Russell Street,,Chittenango,New York,13037,,,,,New York,,LLC,43.049301,-75.869614,"(43.049301, -75.869614)"
1466,Mount Sinai West,HOSP,Hospital,01/01/1901,1000 Tenth Avenue,,New York,New York,10019,2125237225,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002032H,St Lukes Roosevelt Hospital Center Inc,Amsterdam Avenue At 114th Street,,New York,New York,10025,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.770092,-73.987785,"(40.770092, -73.987785)"
719,Medina Memorial Hospital SNF,NH,Residential Health Care Facility - SNF,01/01/1901,200 Ohio Street,,Medina,New York,14103,5857982000,,,36,Orleans,1,Western Regional Office - Buffalo,,,3622000N,Orleans Community Health,500 Ohio Street,,Medina,New York,14103,,,,,New York,,Not for Profit Corporation,43.223637,-78.397141,"(43.223637, -78.397141)"
440,Monroe Community Hospital,NH,Residential Health Care Facility - SNF,01/01/1901,435 East Henrietta Road,,Rochester,New York,14620,5857606500,,,27,Monroe,2,Western Regional Office - Rochester,,,2701006N,County of Monroe,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.112251,-77.616165,"(43.112251, -77.616165)"
989,HealthAlliance Hospital Mary's Avenue Campus,HOSP,Hospital,01/01/1901,105 Marys Avenue,,Kingston,New York,12401,8453382500,,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,,,5501000H,HealthAlliance Hospital Mary's Avenue Campus,105 Mary's Avenue,,Kingston,New York,12401,"Health Alliance, Inc",741 Grant Street,,Lake Katrine,New York,12449,Not for Profit Corporation,41.922276,-73.999237,"(41.922276, -73.999237)"
6871,The Hamptons Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,07/17/2006,64 County Road 39,,Southampton,New York,11968,6317021000,6317021491,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5126303N,"North Sea Associates, LLC",64 County Road 39,,Southampton,New York,11968,,,,,New York,,LLC,40.896629,-72.40065,"(40.896629, -72.40065)"
9375,Family Health Center of Harlem,DTC,Diagnostic and Treatment Center,03/29/2012,1824 Madison Avenue,,New York,New York,10034,2126330800,2126914610,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002137R,"Institute for Family Health, Inc.",16 East 16th Street,,New York,New York,10003,,,,,New York,,Not for Profit Corporation,40.801773,-73.943626,"(40.801773, -73.943626)"
181,Vassar Brothers Medical Center,HOSP,Hospital,01/01/1901,45 Reade Place,,Poughkeepsie,New York,12601,8454548500,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302001H,"Health Quest Systems, Inc.",45 Reade Place,,Poughkeepsie,New York,12601,Nuvance Health,"1351 Route 55, Suite 200",,LaGrangeville,New York,12540,Not for Profit Corporation,41.694523,-73.935799,"(41.694523, -73.935799)"
6618,"Be Well Primary Health Care Center, LLC",DTC,Diagnostic and Treatment Center,02/25/2004,3007 Farragut Road,,Brooklyn,New York,11210,7182539355,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001111R,"Be Well Primary Health Care Center, LLC",2019 Nostrand Avenue,,Brooklyn,New York,11210,,,,,New York,,LLC,40.636341,-73.947876,"(40.636341, -73.947876)"
8533,Weill Cornell Imaging at New York Presbyterian,DTC,Diagnostic and Treatment Center,12/13/2007,"520 East 70th Street, Level J-0",,New York,New York,10021,2127462520,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002188R,Weill Cornell Imaging at New York Presbyterian,"520 East 70th Street, Level J-0",,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.765354,-73.954422,"(40.765354, -73.954422)"
1374,Norwegian Christian Home and Health Center,NH,Residential Health Care Facility - SNF,01/01/1901,1270-67th Street,,Brooklyn,New York,11219,7182322322,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001316N,Norwegian Christian Home and Health Center Inc,1270 67th Street,,Brooklyn,New York,11219,,,,,New York,,Not for Profit Corporation,40.625118,-74.003334,"(40.625118, -74.003334)"
1606,New Gouverneur Hospital SNF,NH,Residential Health Care Facility - SNF,01/01/1901,227 Madison Street,,New York,New York,10002,2122387000,2122387760,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002343N,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.712891,-73.987694,"(40.712891, -73.987694)"
621,Presbyterian Home for Central New York Inc,NH,Residential Health Care Facility - SNF,01/01/1901,4290 Middle Settlement Road,,New Hartford,New York,13413,3157977500,,,32,Oneida,3,Central New York Regional Office,,,3227303N,Presbyterian Home for Central New York Inc,Middle Settlement Road Po Box 144,,New Hartford,New York,13413,,,,,New York,,Not for Profit Corporation,43.072346,-75.342911,"(43.072346, -75.342911)"
7279,Dr Susan Smith Mckinney Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,12/01/1997,594 Albany Avenue,,Brooklyn,New York,11203,7182457000,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001380N,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,40.660229,-73.939819,"(40.660229, -73.939819)"
1446,NYU Langone Orthopedic Hospital,HOSP,Hospital,02/01/1980,301 East 17th Street,,New York,New York,10003,2125986000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.734127,-73.98307,"(40.734127, -73.98307)"
10102,East Hills Surgery Center,DTC,Diagnostic and Treatment Center,12/04/2017,2200 Northern Boulevard,,East Hills,New York,11548,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2977200R,"S.F. Nassau ASC, LLC",2200 Northern Boulevard,,East Hills,New York,11548,,,,,New York,,LLC,40.80756,-73.633685,"(40.80756, -73.633685)"
1676,Cliffside Rehabilitation & Residential Health Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,119-19 Graham Court,,Flushing,New York,11354,7188860700,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003380N,Cliffside Nursing Home Inc,119-19 Graham Court,,Flushing,New York,11354,,,,,New York,,Business Corporation,40.775177,-73.847572,"(40.775177, -73.847572)"
7758,Northeast Center for Rehabilitation and Brain Injury,NH,Residential Health Care Facility - SNF,03/26/1999,300 Grant Ave,,Lake Katrine,New York,12449,8453363500,8453367899,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,,,5567302N,"NCRNC, LLC","1 Hillcrest Center, Suite 22",,Spring Valley,New York,10977,,,,,New York,,LLC,41.98048,-73.995155,"(41.98048, -73.995155)"
9990,Gloversville Dialysis Center,DTC,Diagnostic and Treatment Center,12/13/2016,46 Easterly Street,,Gloversville,New York,12078,,,,17,Fulton,4,Capital District Regional Office,,,1701200R,"Associates of Fulton County, LLC",99 East State Street,,Gloversville,New York,12078,,,,,New York,,LLC,43.073525,-74.331604,"(43.073525, -74.331604)"
1543,Planned Parenthood Margaret Sanger Center,DTC,Diagnostic and Treatment Center,09/27/1979,26 Bleecker Street,,New York,New York,10012,2129656914,2129656996,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002273R,"Planned Parenthood of Greater New York, Inc.",26 Bleeker Street,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.725521,-73.993538,"(40.725521, -73.993538)"
3138,Bedford Medical Family Health Center Inc,DTC,Diagnostic and Treatment Center,11/16/1983,100 Ross Street,,Brooklyn,New York,11211,7183877628,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001257R,Bedford Medical Family Health Center Inc,100 Ross Street,,Brooklyn,New York,11211,,,,,New York,,Business Corporation,40.704281,-73.962517,"(40.704281, -73.962517)"
5546,Hopkins Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,01/12/1995,155 Dean Street,,Brooklyn,New York,11217,7186946700,7186946710,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001395N,"KFG Operating 1, LLC",155 Dean Street,,Brooklyn,New York,11217,,,,,New York,,LLC,40.686268,-73.987091,"(40.686268, -73.987091)"
4038,J-Cap Inc Thomas & Marie White Health Center,DTC,Diagnostic and Treatment Center,11/01/1988,116-30 Sutphin Blvd,,Jamaica,New York,11434,7183222500,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003236R,Queens Vil Com for Mental Hlth For Jamaica Comm Adolescent Pro Inc,231 35 Merrick Boulevard,,Laurelton,New York,11413,,,,,New York,,Not for Profit Corporation,40.681648,-73.792503,"(40.681648, -73.792503)"
565,Eastern Niagara Hospital - Lockport Division,HOSP,Hospital,01/01/1901,521 East Avenue,,Lockport,New York,14094,7165145700,,,31,Niagara,1,Western Regional Office - Buffalo,,,3101000H,Eastern Niagara Hospital,521 East Avenue,,Lockport,New York,14094,,,,,New York,,Not for Profit Corporation,43.176472,-78.670998,"(43.176472, -78.670998)"
497,Grandell Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,02/01/1989,645 W Broadway,,Long Beach,New York,11561,5168891100,5164310398,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2902304N,"Grandell Rehabilitation and Nursing Center, Inc.",645 W Broadway,,Long Beach,New York,11561,,,,,New York,,Business Corporation,40.584705,-73.682884,"(40.584705, -73.682884)"
1731,Horizon Care Center,NH,Residential Health Care Facility - SNF,01/01/1991,64-11 Beach Channel Drive,,Arverne,New York,11692,7189450700,7189455912,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003389N,"Ocean Gardens Nursing Facility, Inc",64-11 Beach Channel Drive,,Arverne,New York,11692,,,,,New York,,Business Corporation,40.592949,-73.793602,"(40.592949, -73.793602)"
650,Van Duyn Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,01/01/1901,5075 West Seneca Turnpike,,Syracuse,New York,13215,3154496000,3154495520,,33,Onondaga,3,Central New York Regional Office,,,3301328N,"VDRNC, LLC",1 Hillcrest Ctr Ste 225,,Spring Valley,New York,10977,,,,,New York,,LLC,43.005547,-76.166534,"(43.005547, -76.166534)"
43,Our Lady of Lourdes Memorial Hospital Inc,HOSP,Hospital,01/01/1901,169 Riverside Drive,,Binghamton,New York,13905,6077985111,,,3,Broome,3,Central New York Regional Office,,,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.092606,-75.935646,"(42.092606, -75.935646)"
